song,artist,url,lyrics,year,mood
My December,Linkin Park,https://www.azlyrics.com/lyrics/linkinpark/mydecember.html,"[Chester Bennington:]
This is my December
This is my time of the year
This is my December
This is all so clear
This is my December
This is my snow-covered home
This is my December
This is me alone

[Mike Shinoda and Chester Bennington:]
And I just wish that I didn't feel like there was something I missed
And I take back all the things I said to make you feel like that
And I just wish that I didn't feel like there was something I missed
And I take back all the things that I said to you

[Chester Bennington:]
And I'd give it all away
Just to have somewhere
To go to
Give it all away
To have someone
To come home to

This is my December
These are my snow-covered trees
This is me pretending
This is all I need

[Mike Shinoda and Chester Bennington:]
And I just wish that I didn't feel like there was something I missed
And I take back all the things I said to make you feel like that
And I just wish that I didn't feel like there was something I missed
And I take back all the things that I said to you

[Chester Bennington:]
And I'd give it all away
Just to have
Somewhere to go to
Give it all away
To have someone
To come home to

This is my December
This is my time of the year
This is my December
This is all so clear

Give it all away
Just to have somewhere
To go to
Give it all away
To have someone
To come home to

Give it all away
Just to have somewhere
To go to
Give it all away
To have someone
To come home to",ompi,sad
You'll Think of Me,Keith Urban,https://www.azlyrics.com/lyrics/keithurban/youllthinkofme.html,"I woke up early this morning around 4am
With the moon shining bright as headlights on the interstate
I pulled the covers over my head and tried to catch some sleep
But thoughts of us kept keeping me awake
Ever since you found yourself in someone else's arms
I've been tryin' my best to get along
But that's OK
There's nothing left to say, but

Take your records, take your freedom
Take your memories, I don't need'em
Take your space and take your reasons
But you'll think of me
And take your cat and leave my sweater
'Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me, you'll think of me

I went out driving trying to clear my head
I tried to sweep out all the ruins that my emotions left
I guess I'm feeling just a little tired of this
And all the baggage that seems to still exist
It seems the only blessing I have left to my name
Is not knowing what we could have been
What we should have been
So

Take your records, take your freedom
Take your memories, I don't need'em
Take your space and take your reasons
But you'll think of me
And take your cat and leave my sweater
'Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me

Someday I'm gonna run across your mind
Don't worry, I'll be fine
I'm gonna be alright
While you're sleeping with your pride
Wishing I could hold you tight
I'll be over you
And on with my life

So take your records, take your freedom
Take your memories, I don't need'em
And take your cat and leave my sweater
'Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me

So take your records, take your freedom
Take your memories, I don't need'em
Take your space and all your reasons
But you'll think of me
And take your cat and leave my sweater
'Cause we got nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me, you'll think of me, yeah

And you're gonna think of me
Oh someday baby, someday",2002,sad
Damaged,Plumb,https://www.azlyrics.com/lyrics/plumb/damaged.html,"Dreaming comes so easily
'cause it's all that i've known
True love is a fairy tale
I'm damaged, so how would i know

I'm scared and i'm alone
I'm ashamed
And i need for you to know

I didn't say all the things that i wanted to say
And you can't take back what you've taken away
'cause i feel you, i feel you near me

I didn't say all the things that i wanted to say

And you can't take back what you've taken away
'cause i feel you, i feel you near me

Healing comes so painfully
And it chills to the bone
Will anyone get close to me?
I'm damaged, as i'm sure you know

There's mending for my soul
An ending to this fear
Forgiveness for a man who was stronger
I was just a little girl, but i can't go back",1999,sad
Soulmate,Natasha Bedingfield,https://www.azlyrics.com/lyrics/natashabedingfield/soulmate.html,"Incompatible, it don't matter though
'cos someone's bound to hear my cry
Speak out if you do
You're not easy to find

Is it possible Mr. Loveable
Is already in my life?
Right in front of me
Or maybe you're in disguise

Who doesn't long for someone to hold
Who knows how to love you without being told
Somebody tell me why I'm on my own
If there's a soulmate for everyone

Here we are again, circles never end
How do I find the perfect fit
There's enough for everyone
But I'm still waiting in line

Who doesn't long for someone to hold
Who knows how to love you without being told
Somebody tell me why I'm on my own
If there's a soulmate for everyone

If there's a soulmate for everyone

Most relationships seem so transitory
They're all good but not the permanent one

Who doesn't long for someone to hold
Who knows how to love you without being told
Somebody tell me why I'm on my own
If there's a soulmate for everyone

Who doesn't long for someone to hold
Who knows how to love you without being told
Somebody tell me why I'm on my own
If there's a soulmate for everyone
If there's a soulmate for everyone",2007,sad
Drive You Home,Garbage,https://www.azlyrics.com/lyrics/garbage/driveyouhome.html,"It's funny how 
Even now 
You still support me after all the things that I've done 
You're so good to me 
Waiting patienly
And isn't it sad that you still have to ask if I care 

I never said I was perfect 
But I can take you away 
Walk on shells tonight 
Can't do right tonight 
And you can't say a word cause I leap down your throat 
So uptight am I
I never said I was perfect 
But I can drive you home 

I got down on myself 
Working too hard 
Driving myself to death 
Trying to beat out the faults in my head 
What a mess I've made 
Sure we all make mistakes 
But they see me so large 
That they think I'm immune to the pain 

Walk on shells tonight 
Can't do right tonight 
And you can't say a word cause I leap down your throat
So uptight am I
I'm praying for a miracle 
But I won't hold my breath 

I never said I was perfect 
But can you take me home",2001,sad
Leave Out All the Rest,Linkin Park,https://www.azlyrics.com/lyrics/linkinpark/leaveoutalltherest.html,"I dreamed I was missing
You were so scared
But no one would listen
'Cause no one else cared

After my dreaming
I woke with this fear
What am I leaving
When I'm done here?

So if you're asking me
I want you to know

When my time comes
Forget the wrong that I've done
Help me leave behind some
Reasons to be missed
And don't resent me
And when you're feeling empty
Keep me in your memory
Leave out all the rest
Leave out all the rest

Don't be afraid
I've taken my beating
I've shared what I've made
I'm strong on the surface
Not all the way through
I've never been perfect
But neither have you

So if you're asking me
I want you to know

When my time comes
Forget the wrong that I've done
Help me leave behind some
Reasons to be missed
Don't resent me
And when you're feeling empty
Keep me in your memory
Leave out all the rest
Leave out all the rest

Forgetting all the hurt inside
You've learned to hide so well
Pretending someone else can come
And save me from myself
I can't be who you are

When my time comes
Forget the wrong that I've done
Help me leave behind some
Reasons to be missed
Don't resent me
And when you're feeling empty
Keep me in your memory
Leave out all the rest
Leave out all the rest

Forgetting all the hurt inside
You've learned to hide so well
Pretending someone else can come
And save me from myself
I can't be who you are
I can't be who you are",2007,sad
Un-Break My Heart,Toni Braxton,https://www.azlyrics.com/lyrics/tonibraxton/unbreakmyheart.html,"Don't leave me in all this pain
Don't leave me out in the rain
Come back and bring back my smile
Come and take these tears away
I need your arms to hold me now
The nights are so unkind
Bring back those nights when I held you beside me

Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many nights
Un-break my heart
My heart

Take back that sad word good-bye
Bring back the joy to my life
Don't leave me here with these tears
Come and kiss this pain away
I can't forget the day you left
Time is so unkind
And life is so cruel without you here beside me

Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many nights
Un-break my heart

Don't leave me in all this pain
Don't leave me out in the rain
Bring back the nights when I held you beside me

Un-break my heart
Say you'll love me again
Undo this hurt you caused
When you walked out the door
And walked out of my life
Un-cry these tears
I cried so many, many nights
Un-break my

Un-break my heart oh baby
Come back and say you love me
Un-break my heart
Sweet darlin'
Without you I just can't go on

(Say that you love me
Say that you love me
Tell me you love me
Un-break my...)
Can't go on
(Say that you love me
Say that you love me
Tell me you love me
Un-break my
Say that you love me
Say that you love me
Tell me you love me
Un-break my
Say that you love me
Say that you love me)",1996,sad
Lose You,Pete Yorn,https://www.azlyrics.com/lyrics/peteyorn/loseyou.html,"I'm taking a ride off to one side
It is a personal thing.
Where?
When I can't stand
Up in this cage I'm not regretting.

I don't need a better thing.
I'd settle for less.
It's another thing for me.
I just have to wander through this world alone.

Stop before you fall
Into the hole that I have dug here.
Rest even as you
Are starting to feel the way I used to.
I don't need a better thing
Just to sound confused.
Don't talk about everyone.
I am not amused by you.

'Cause I'm gonna lose you.
Yes, I'm gonna lose you.
If I'm gonna lose you.

'Cause I'm gonna lose you.
Yes, I'm gonna lose you.
If I'm gonna lose you.
I'll lose you now for good.",2001,sad
The Boxer,Simon & Garfunkel,https://www.azlyrics.com/lyrics/simongarfunkel/theboxer.html,"I am just a poor boy
Though my story's seldom told
I have squandered my resistance
For a pocketful of mumbles
Such are promises
All lies and jest
Still, a man hears what he wants to hear
And disregards the rest

When I left my home and my family
I was no more than a boy
In the company of strangers
In the quiet of a railway station
Running scared
Laying low, seeking out the poorer quarters
Where the ragged people go
Looking for the places only they would know

Lie-la-lie...

Asking only workman's wages
I come looking for a job
But I get no offers
Just a come-on from the whores on Seventh Avenue
I do declare there were times when I was so lonesome
I took some comfort there

Lie-la-lie...

Then I'm laying out my winter clothes
And wishing I was gone
Going home
Where the New York City winters aren't bleeding me
Leading me
Going home

In the clearing stands a boxer
And a fighter by his trade
And he carries the reminders
Of every glove that laid him down
OR cut him 'til he cried out
In his anger and his shame
""I am leaving, I am leaving""
But the fighter still remains

Lie-la-lie...",1970,sad
Rabbit in Your Headlights,UNKLE,https://www.azlyrics.com/lyrics/unkle/rabbitinyourheadlights.html,"I'm a rabbit in your headlights
Scared of the spotlight
You don't come to visit
I'm stuck in this bed

Thin rubber gloves
She laughs when she's crying
She cries when she's laughing
Fat bloody fingers are sucking your soul away

I'm a rabbit in your headlights
Christian suburbanite
Washed down the toilet
Money to burn
Fat bloody fingers are sucking your soul away

White worms on the underground
Caught between stations
Butter fingers
I'm losing my patience

I'm a rabbit in your headlights
Christian suburbanite
You got money to burn
Fat bloody fingers are sucking your soul away

Away",1998,sad
River,Joni Mitchell,https://www.azlyrics.com/lyrics/jonimitchell/river.html,"It's coming on Christmas
They're cutting down trees
They're putting up reindeer
And singing songs of joy and peace
Oh I wish I had a river I could skate away on

But it don't snow here
It stays pretty green
I'm going to make a lot of money
Then I'm going to quit this crazy scene
Oh I wish I had a river I could skate away on

I wish I had a river so long
I would teach my feet to fly
I wish I had a river I could skate away on
I made my baby cry

He tried hard to help me
You know, he put me at ease
And he loved me so naughty
Made me weak in the knees
Oh, I wish I had a river I could skate away on

I'm so hard to handle
I'm selfish and I'm sad
Now I've gone and lost the best baby
That I ever had
I wish I had a river I could skate away on

Oh, I wish I had a river so long
I would teach my feet to fly
I wish I had a river
I could skate away on
I made my baby say goodbye

It's coming on Christmas
They're cutting down trees
They're putting up reindeer
And singing songs of joy and peace
Oh I wish I had a river I could skate away on",1971,sad
White Horse,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/whitehorse.html,"Say you're sorry
That face of an angel
Comes out just when you need it to
As I paced back and forth all this time
'Cause I honestly believed in you
Holding on
The days drag on
Stupid girl
I should have known, I should have known

That I'm not a princess, this ain't a fairy tale
I'm not the one you'll sweep off her feet
Lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse to come around

Maybe I was naÃ¯ve
Got lost in your eyes
And never really had a chance
My mistake, I didn't know to be in love
You had to fight to have the upper hand
I had so many dreams
About you and me
Happy endings
Now I know

That I'm not a princess, this ain't a fairy tale
I'm not the one you'll sweep off her feet
Lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse to come around

And there you are on your knees
Begging for forgiveness, begging for me
Just like I always wanted but I'm so sorry

'Cause I'm not your princess, this ain't a fairytale
I'm gonna find someone someday who might actually treat me well
This is a big world, that was a small town
There in my rear view mirror disappearing now
And it's too late for you and your white horse
Now it's too late for you and your white horse to catch me now

Oh, whoa, whoa, whoa
Try and catch me now
Oh, it's too late
To catch me now",2008,sad
I Don't Want to Miss a Thing,Aerosmith,https://www.azlyrics.com/lyrics/aerosmith/idontwanttomissathing.html,"I could stay awake just to hear you breathing
Watch you smile while you are sleeping
While you're far away and dreaming
I could spend my life in this sweet surrender
I could stay lost in this moment forever
Every moment spent with you is a moment I treasure

Don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing

'Cause even when I dream of you
The sweetest dream would never do
I'd still miss you, baby
And I don't wanna miss a thing

Lying close to you feeling your heart beating
And I'm wondering what you're dreaming
Wondering if it's me you're seeing
Then I kiss your eyes and thank God we're together
And I just wanna stay with you
In this moment forever, forever and ever

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing

'Cause even when I dream of you
The sweetest dream would never do
I'd still miss you, baby
And I don't wanna miss a thing

I don't wanna miss one smile
I don't wanna miss one kiss
Well, I just wanna be with you
Right here with you, just like this

I just wanna hold you close
I feel your heart so close to mine
And just stay here in this moment
For all the rest of time, yeah, yeah, yeah

Don't wanna close my eyes
Don't wanna fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing

'Cause even when I dream of you
The sweetest dream would never do
I'd still miss you, baby
And I don't wanna miss a thing

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing

'Cause even when I dream of you
The sweetest dream would never do
And I'd still miss you, baby
And I don't wanna miss a thing

Don't wanna close my eyes
I don't wanna fall asleep, yeah
I don't wanna miss a thing",,sad
Fragile,Sting,https://www.azlyrics.com/lyrics/sting/fragile.html,"If blood will flow when flesh and steel are one
Drying in the colour of the evening sun
Tomorrow's rain will wash the stains away
But something in our minds will always stay
Perhaps this final act was meant
To clinch a lifetime's argument
That nothing comes from violence and nothing ever could
For all those born beneath an angry star
Lest we forget how fragile we are

On and on the rain will fall
Like tears from a star like tears from a star
On and on the rain will say
How fragile we are how fragile we are

On and on the rain will fall
Like tears from a star like tears from a star
On and on the rain will say
How fragile we are how fragile we are
How fragile we are how fragile we are",1987,sad
Full of Grace,Sarah McLachlan,https://www.azlyrics.com/lyrics/sarahmclachlan/fullofgrace.html,"the winter here's cold, and bitter
it's chilled us to the bone
we haven't seen the sun for weeks
too long too far from home
I feel just like I'm sinking
and I claw for solid ground
I'm pulled down by the undertow
I never thought I could feel so low
oh darkness I feel like letting go

if all of the strength and all of the courage
come and lift me from this place
I know I can love you much better than this
full of grace
full of grace
my love

so it's better this way, I said
having seen this place before
where everything we say and do
hurts us all the more
its just that we stayed, too long
in the same old sickly skin
I'm pulled down by the undertow
I never thought I could feel so low
oh darkness I feel like letting go

if all of the strength
and all of the courage
come and lift me from this place
I know I could love you much better than this
full of grace
full of grace
my love",1997,sad
Another Day in Paradise,Phil Collins,https://www.azlyrics.com/lyrics/philcollins/anotherdayinparadise.html,"She calls out to the man on the street
""Sir, can you help me?
It's cold and I've nowhere to sleep
Is there somewhere you can tell me?""

He walks on, doesn't look back
He pretends he can't hear her
Starts to whistle as he crosses the street
Seems embarrassed to be there

Oh think twice, cause it's another day for
You and me in paradise
Oh think twice, cause it's another day for you
You and me in paradise

Just think about it

She calls out to the man on the street
He can see she's been crying
She's got blisters on the soles of her feet
She can't walk but she's trying

Oh think twice, cause it's another day for
You and me in paradise
Oh think twice, it's just another day for you
You and me in paradise

Just think about it

Oh lord, is there nothing more anybody can do
Oh lord, there must be something you can say

You can tell from the lines on her face
You can see that she's been there
Probably been moved on from every place
'Cos she didn't fit in there

Oh think twice, cause it's another day for
You and me in paradise
Oh think twice, it's just another day for you
You and me in paradise        

Just think about it
Just think about it

It's just another day for you and me in paradise        
It's just another day for you and me in paradise        
It's just another day for you and me in paradise        

Just think about it",1989,sad
Missing You,Jem,https://www.azlyrics.com/lyrics/jem/missingyou.html,"I wish this could be
A happy song
But my happiness disappeared 
The moment you were gone
Don't think I ever believed that 
This day would come
Now all I'm feeling
Is lost and numb

And ohhh I know I promised
Mmmm that I would try

But I, yes I, miss you
And it's killing inside

I'll always be thankful
For the time we had
We were blessed
I should celebrate
But I feel too sad
All the wonderful memories
Just make me fall apart
And it feels like somebody's
Stabbed me in my heart

And ohhh I know I promised
Mmmm that I wouldn't cry

But I, yes I, miss you
And it's killing inside
Ooh well I, yes I, miss you
Want you by my side

Walking, holding hands
Talking, making plans
Touching my heart my soul

I wish this could be
A happy song
But my happiness disappeared 
The moment you were gone
Tell me it's not happening
Say it's not as it seems
Tell me that I'm gonna wake up
It's just a bad dream
Please tell me that it's fiction
Tell me it's just a lie
Whatever you choose to tell me
Please say he didn't die

And I, yes I, miss you
And it's killing inside
Ooh well I, yes I, miss you
Want you by my side
Ooh well I, miss you
Want you by my side
Back here by my side
Here by my side",2004,sad
Cry Me a River,Justin Timberlake,https://www.azlyrics.com/lyrics/justintimberlake/crymeariver.html,"You were my sun
You were my earth
But you didn't know all the ways I loved you, no
So you took a chance
And made other plans
But I bet you didn't think that they would come crashing down, no

You don't have to say what you did,
I already know, I found out from him
Now there's just no chance for you and me,
There'll never be
And don't it make you sad about it

You told me you loved me
Why did you leave me all alone
Now you tell me you need me
When you call me on the phone
Girl I refuse,
You must have me confused
With some other guy
The bridges were burned,
Now it's your turn
To cry

Cry me a river
Cry me a river
Cry me a river
Cry me a river

Know that they say
That some things are better left unsaid
It wasn't like you only talked to him and you know it
(Don't act like you don't know it)

All of these things people told me
Keep messing with my head
(Messing with my head)
Should've picked honesty
Then you may not have blown it

You don't have to say what you did,
(Don't have to say what you did)
I already know, I found out from him
(I already know)
Now there's just no chance for you and me,
There'll never be
(No chance, you and me)
And don't it make you sad about it

You told me you loved me
Why did you leave me all alone
(All alone)
Now you tell me you need me
When you call me on the phone
(When you call me on the phone)
Girl I refuse,
You must have me confused
With some other guy
(I'm not like them baby)
The bridges were burned,
And now it's your turn
(It's your turn)
To cry,

So cry me a river
(Go on and just)
Cry me a river
(Go on and just)
Cry me a river
(Baby go on and just)
Cry me a river

The damage is done
So I guess I be leaving
The damage is done
So I guess I be leaving
The damage is done
So I guess I be leaving
The damage is done
So I guess I be leaving

You don't have to say what you did,
(Don't have to say what you did)
I already know, I found out from him
(I already know)
Now there's just no chance for you and me,
There'll never be
(No chance, you and me)
And don't it make you sad about it

Cry me a river
(Go on and just)
Cry me a river
(Baby go on and just)
Cry me a river
(You can go on and just)
Cry me a river

Cry me a river
(Baby go on and just)
Cry me a river
(Go on and just)
Cry me a river
(Cause I've already cried)
Cry me a river
(Ain't gonna cry no more)

Cry me a river
Cry me a river
Cry me a river
Cry me a river

Cry me a river
(Cry me, cry me)
Cry me a river
(Cry me, cry me)
Cry me a river
(Cry me, cry me)
Cry me a river
(Cry me, cry me)

Cry me a river
(Cry me, cry me)
Cry me a river
(Cry me, cry me)
Cry me a river
(Cry me, cry me)",2002,sad
No Distance Left to Run,Blur,https://www.azlyrics.com/lyrics/blur/nodistancelefttorun.html,"It's over
You don't need to tell me
I hope you're with someone who makes you 
feel safe in your sleeping tonight
I won't kill myself, trying to stay in your life
I got no distance left to run

When you see me
Please turn your back and walk away
I don't want to see you 
Cos i know the dreams that you keep is wearing me
When your coming down, think of me here
I got no distance left to run

It's over, I knew it would end this way
I hope you're with someone who makes you feel
That this life is the night
And it settles down, stays around
Spends more time with you
I got no distance left to run",1999,sad
Let Down,Radiohead,https://www.azlyrics.com/lyrics/radiohead/letdown.html,"Transport, motorways and tramlines
Starting and then stopping
Taking off and landing
The emptiest of feelings
Disappointed people clinging on to bottles
And when it comes it's so so disappointing

Let down and hanging around
Crushed like a bug in the ground
Let down and hanging around

Shell smashed, juices flowing
Wings twitch, legs are going
Don't get sentimental
It always ends up drivel

One day I'm going to grow wings
A chemical reaction
Hysterical and useless
Hysterical and ...

Let down and hanging around
Crushed like a bug in the ground
Let down and hanging around

Let down again
Let down again
Let down again

You know, you know where you are with
You know where you are with
Floor collapsing
Floating, bouncing back
And one day....
I am going to grow wings
A chemical reaction
Hysterical and useless
Hysterical and...

Let down and hanging around
Crushed like a bug in the ground
Let down and hanging around",1997,sad
The Only Exception,Paramore,https://www.azlyrics.com/lyrics/paramore/theonlyexception.html,"When I was younger I saw my daddy cry
And curse at the wind.
He broke his own heart and I watched
As he tried to reassemble it.

And my momma swore
That she would never let herself forget.
And that was the day that I promised
I'd never sing of love if it does not exist.

But darling,
You are the only exception.
You are the only exception.
You are the only exception.
You are the only exception.

Maybe I know somewhere deep in my soul
That love never lasts.
And we've got to find other ways to make it alone.
Or keep a straight face.

And I've always lived like this
Keeping a comfortable distance.
And up until now I have sworn to myself
That I'm content with loneliness.

Because none of it was ever worth the risk.

Well you are the only exception.
You are the only exception.
You are the only exception.
You are the only exception.

I've got a tight grip on reality,
But I can't let go of what's in front of me here.
I know you're leaving in the morning when you wake up.
Leave me with some kind of proof it's not a dream.
Oh-oh-oh-ohhh.

You are the only exception. [4x]

You are the only exception. [4x]

And I'm on my way to believing.
Oh, and I'm on my way to believing.",2009,sad
Don't Bring Me Down,Sia,https://www.azlyrics.com/lyrics/sia/dontbringmedown.html,"Faint light of dawn
I'm listening to you breathing in and breathing out
Needing nothing
You're honey dipped
You are beautiful, floating clouds, soft world
I can't feel my lips

I'm going down, I don't want to change
I'm going down, going down the drain

Don't bring me down, I beg you
Don't bring me down, I won't let you
Don't bring me down

Then all of that's annulled and I'm anyone's everyone's
We are one
Your face becomes the sun
And I'm addicted to the joy that the little things
Those little things
The little things they bring

I'm going down, I don't want to change
I'm going down, going down the drain

Don't bring me down, I beg you
Don't bring me down, I won't let you
Don't bring me down

So now for restless mind, I could go either way

I'm going down, I don't wanna change
I'm going down, going down the drain

Don't bring me down, I beg of you
Don't bring me down, I won't let you
Don't bring me down, I beg you
Don't bring me down, don't let me
Don't bring me down, I beg you
Don't bring me down, I won't let you
Don't bring me down

There's nothing left to choose
And so I fight a war in my head
Stay the night, protect me",2006,sad
Wreck Of The Day,Anna Nalick,https://www.azlyrics.com/lyrics/annanalick/wreckoftheday.html,"Driving away from the wreck of the day
And the light's always red in the rear-view
Desperately close to a coffin of hope
I'd cheat destiny just to be near you
If this is giving up, then I'm giving up
If this is giving up, then I'm giving up, giving up
On love, On love

Driving away from the wreck of the day
And I'm thinking 'bout calling on Jesus
'Cause love doesn't hurt so I know I'm not falling in love
I'm just falling to pieces

And if this is giving up then I'm giving up
If this is giving up then I'm giving up, giving up
On love, On love

And maybe I'm not up for being a victim of love
When all my resistance will never be distance enough

Driving away from the wreck of the day
And it's finally quiet in my head
Driving alone, finally on my way home to the comfort of my bed
And if this is giving up, then I'm giving up
If this is giving up, then I'm giving up, giving up
On love, On love",2005,sad
Another World,Antony and the Johnsons,https://www.azlyrics.com/lyrics/antonyandthejohnsons/anotherworld.html,"I need another place
Will there be peace?
I need another world
This one's nearly gone

Still have too many dreams
Never seen the light
I need another world
A place where I can go

I'm gonna miss the sea
I'm gonna miss the snow
I'm gonna miss the bees
I'll miss the things that grow

I'm gonna miss the trees
I'm gonna miss the sound
I'll miss the animals
I'm gonna miss you all

I need another place
Will there be peace?
I need another world
This one's nearly gone

I'm gonna miss the birds
Singing all their songs
I'm gonna miss the wind
Been kissing me so long, oh

Another world
Another world
Another world
Another world",P:  ,sad
A Rush of Blood to the Head,Coldplay,https://www.azlyrics.com/lyrics/coldplay/arushofbloodtothehead.html,"He said, I'm gonna buy this place and burn it down
I'm gonna put it six feet underground
He said, I'm gonna buy this place and watch it fall
Stand here beside me baby in the crumbling walls

Oh I'm gonna buy this place and start a fire
Stand here until I fill all your heart's desires
Because I'm gonna buy this place and see it burn
Do back the things it did to you in return

Ah ah ah ah

He said, I'm gonna buy a gun and start a war
If you can tell me something worth fighting for
Oh and I'm gonna buy this place, is what I said
Blame it upon a rush of blood to the head

Honey
All the movements you're starting to make
See me crumble and fall on my face
And I know the mistakes that I made
See it all disappear without trace
And they call as they beckon you on
They say start as you mean to go on
Start as you mean to go on

He said, I'm gonna buy this place and see it go
Stand here beside me baby, watch the orange glow
Some will laugh and some just sit and cry
But you just sit down there and you wonder why

So I'm gonna buy a gun and start a war
If you can tell me something worth fighting for
And I'm gonna buy this place, is what I said
Blame it upon a rush of blood to the head
Oh to the head

Honey
All the movements you're starting to make
See me crumble and fall on my face
And I know the mistakes that I made
See it all disappear without trace
And they call as they beckon you on
They say start as you mean to go on
As you mean to go on
As you mean to go on

So meet me by the bridge
Oh meet me by the lane
When am I going to see
That pretty face again?

Meet me on the road
Meet me where I said
Blame it all upon
A rush of blood to the head",2002,sad
Landslide,Fleetwood Mac,https://www.azlyrics.com/lyrics/fleetwoodmac/landslide.html,"I took my love, I took it down
I climbed a mountain and I turned around
And I saw my reflection in the snow-covered hills
'Till the landslide brought me down

Oh, mirror in the sky, what is love?
Can the child within my heart rise above?
Can I sail through the changing ocean tides?
Can I handle the seasons of my life?

Well, I've been afraid of changing
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too

Well, I've been afraid of changing
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too
Oh, I'm getting older too

Oh, take my love, take it down
Oh, climb a mountain and turn around
And if you see my reflection in the snow-covered hills
Well the landslide will bring it down
And if you see my reflection in the snow-covered hills
Well the landslide will bring it down, oh oh
The landslide will bring it down",1975,sad
Lost in Hollywood,System of a Down,https://www.azlyrics.com/lyrics/systemofadown/lostinhollywood.html,"[Daron moans a little bit]

I'll wait here,
You're crazy,
Those vicious streets are filled with strays,
You should have never gone to Hollywood.

They find you,
Two-time you,
Say you're the best they've ever seen,
You should have never trusted Hollywood.

I wrote you,
And told you,
You were the biggest fish out here,
You should have never gone to Hollywood.

They take you,
And make you,
They look at you in disgusting ways,
You should have never trusted Hollywood.

[Serj moans now]

I was standing on the wall,
Feeling ten feet tall,
All you maggots smoking fags on Santa Monica Boulevard,
This is my front page,
This is my new age,
All you bitches put your hands in the air and wave them like you just don't care.

All you maggots smoking fags out there on Sunset Boulevard.

All you bitches put your hands in the air and wave them like you just don't care.

Phony people come to pray,
Look at all of them beg to stay,
Phony people come to pray.

[Serj and Daron Harmonize]

(The lines in the letter said, ""We have gone to Hackensack"")
Look at all of them beg to stay

Phony people come to pray.

All you maggots smoking fags on Santa Monica Boulevard,
All you maggots smoking fags out there on Sunset Boulevard.
All you maggots smoking fags out there on Hollywood Boulevard.

You should have never trusted Hollywood.
You should have never gone to Hollywood.

All you bitches put your hands in the air and wave them like you just don't care.

You should have never trusted Hollywood.",2005,sad
I Hate Everything About You,Three Days Grace,https://www.azlyrics.com/lyrics/threedaysgrace/ihateeverythingaboutyou.html,"Every time we lie awake
After every hit we take
Every feeling that I get
But I haven't missed you yet

Every roommate kept awake
By every sigh and scream we make
All the feelings that I get
But I still don't miss you yet

Only when I stop to think about it

I hate everything about you
Why do I love you?
I hate everything about you
Why do I love you?

Every time we lie awake
After every hit we take
Every feeling that I get
But I haven't missed you yet

Only when I stop to think about it

I hate everything about you
Why do I love you?
I hate everything about you
Why do I love you?

Only when I stop to think about you
I know
Only when you stop to think about me
Do you know?

I hate everything about you
Why do I love you?
You hate everything about me
Why do you love me?

I hate
You hate
I hate
You love me

I hate everything about you
Why do I love you?",2003,sad
Dreaming With a Broken Heart,John Mayer,https://www.azlyrics.com/lyrics/johnmayer/dreamingwithabrokenheart.html,"When you're dreaming with a broken heart
The waking up is the hardest part
You roll outta bed and down on your knees
And for a moment you can hardly breathe
Wondering, ""Was she really here?
Is she standing in my room?""
No she's not, 'cause she's gone, gone, gone, gone, gone....

When you're dreaming with a broken heart
The giving up is the hardest part
She takes you in with her crying eyes
Then all at once you have to say goodbye
Wondering, ""Could you stay my love?
Will you wake up by my side?""
No she can't, 'cause she's gone, gone, gone, gone, gone....

Now do I have to fall asleep with roses in my hand?
Do I have to fall asleep with roses in my hand?
Do I have to fall asleep with roses in my hand?
Do I have to fall asleep with roses in my, roses in my hand?
would you get them if I did?
No you won't, 'cause you're gone, gone, gone, gone, gone....

When you're dreaming with a broken heart
The waking up is the hardest part",2006,sad
